Model,h(m),hw(m),Alpha,Cohesion,Friction,FOS
modelo_h_01_hwp_010_alpha_50_c_20_phi_15.hjs,1,0.1,50,20,15,1.504864238
modelo_h_01_hwp_010_alpha_50_c_20_phi_20.hjs,1,0.1,50,20,20,1.504469937
modelo_h_01_hwp_010_alpha_50_c_20_phi_25.hjs,1,0.1,50,20,25,1.504214419
modelo_h_01_hwp_010_alpha_50_c_20_phi_30.hjs,1,0.1,50,20,30,1.504071229
modelo_h_01_hwp_010_alpha_50_c_20_phi_35.hjs,1,0.1,50,20,35,1.504026728
modelo_h_01_hwp_010_alpha_50_c_20_phi_40.hjs,1,0.1,50,20,40,1.504077228
modelo_h_01_hwp_010_alpha_50_c_20_phi_45.hjs,1,0.1,50,20,45,1.504227764
modelo_h_01_hwp_010_alpha_55_c_00_phi_15.hjs,1,0.1,55,0,15,0.188055422
modelo_h_01_hwp_010_alpha_55_c_00_phi_20.hjs,1,0.1,55,0,20,0.255620967
modelo_h_01_hwp_010_alpha_55_c_00_phi_25.hjs,1,0.1,55,0,25,0.327614033
modelo_h_01_hwp_010_alpha_55_c_00_phi_30.hjs,1,0.1,55,0,30,0.405698418
modelo_h_01_hwp_010_alpha_55_c_00_phi_35.hjs,1,0.1,55,0,35,0.492093219
modelo_h_01_hwp_010_alpha_55_c_00_phi_40.hjs,1,0.1,55,0,40,0.589744201
modelo_h_01_hwp_010_alpha_55_c_00_phi_45.hjs,1,0.1,55,0,45,0.702853029
modelo_h_01_hwp_010_alpha_55_c_05_phi_15.hjs,1,0.1,55,5,15,1.266424816
modelo_h_01_hwp_010_alpha_55_c_05_phi_20.hjs,1,0.1,55,5,20,1.267448746
modelo_h_01_hwp_010_alpha_55_c_05_phi_25.hjs,1,0.1,55,5,25,1.26852443
modelo_h_01_hwp_010_alpha_55_c_05_phi_30.hjs,1,0.1,55,5,30,1.269672212
modelo_h_01_hwp_010_alpha_55_c_05_phi_35.hjs,1,0.1,55,5,35,1.270918018
modelo_h_01_hwp_010_alpha_55_c_05_phi_40.hjs,1,0.1,55,5,40,1.272295829
modelo_h_01_hwp_010_alpha_55_c_05_phi_45.hjs,1,0.1,55,5,45,1.273851735
modelo_h_01_hwp_010_alpha_55_c_10_phi_15.hjs,1,0.1,55,10,15,1.27520579
modelo_h_01_hwp_010_alpha_55_c_10_phi_20.hjs,1,0.1,55,10,20,1.275970386
modelo_h_01_hwp_010_alpha_55_c_10_phi_25.hjs,1,0.1,55,10,25,1.276813103
modelo_h_01_hwp_010_alpha_55_c_10_phi_30.hjs,1,0.1,55,10,30,1.277744807
modelo_h_01_hwp_010_alpha_55_c_10_phi_35.hjs,1,0.1,55,10,35,1.278784408
modelo_h_01_hwp_010_alpha_55_c_10_phi_40.hjs,1,0.1,55,10,40,1.279959616
modelo_h_01_hwp_010_alpha_55_c_10_phi_45.hjs,1,0.1,55,10,45,1.281310905
modelo_h_01_hwp_010_alpha_55_c_15_phi_15.hjs,1,0.1,55,15,15,1.283973886
modelo_h_01_hwp_010_alpha_55_c_15_phi_20.hjs,1,0.1,55,15,20,1.284478505
modelo_h_01_hwp_010_alpha_55_c_15_phi_25.hjs,1,0.1,55,15,25,1.28508816
modelo_h_01_hwp_010_alpha_55_c_15_phi_30.hjs,1,0.1,55,15,30,1.285804138
modelo_h_01_hwp_010_alpha_55_c_15_phi_35.hjs,1,0.1,55,15,35,1.28663801
modelo_h_01_hwp_010_alpha_55_c_15_phi_40.hjs,1,0.1,55,15,40,1.287611642
modelo_h_01_hwp_010_alpha_55_c_15_phi_45.hjs,1,0.1,55,15,45,1.288759729
modelo_h_01_hwp_010_alpha_55_c_20_phi_15.hjs,1,0.1,55,20,15,1.292635644
modelo_h_01_hwp_010_alpha_55_c_20_phi_20.hjs,1,0.1,55,20,20,1.292953062
modelo_h_01_hwp_010_alpha_55_c_20_phi_25.hjs,1,0.1,55,20,25,1.293349685
modelo_h_01_hwp_010_alpha_55_c_20_phi_30.hjs,1,0.1,55,20,30,1.293850204
modelo_h_01_hwp_010_alpha_55_c_20_phi_35.hjs,1,0.1,55,20,35,1.294479255
modelo_h_01_hwp_010_alpha_55_c_20_phi_40.hjs,1,0.1,55,20,40,1.295252289
modelo_h_01_hwp_010_alpha_55_c_20_phi_45.hjs,1,0.1,55,20,45,1.296198522
modelo_h_01_hwp_010_alpha_60_c_00_phi_15.hjs,1,0.1,60,0,15,0.155197465
modelo_h_01_hwp_010_alpha_60_c_00_phi_20.hjs,1,0.1,60,0,20,0.210910448
modelo_h_01_hwp_010_alpha_60_c_00_phi_25.hjs,1,0.1,60,0,25,0.270144524
modelo_h_01_hwp_010_alpha_60_c_00_phi_30.hjs,1,0.1,60,0,30,0.334504694
modelo_h_01_hwp_010_alpha_60_c_00_phi_35.hjs,1,0.1,60,0,35,0.405811921
modelo_h_01_hwp_010_alpha_60_c_00_phi_40.hjs,1,0.1,60,0,40,0.486144284
modelo_h_01_hwp_010_alpha_60_c_00_phi_45.hjs,1,0.1,60,0,45,0.579290905
modelo_h_01_hwp_010_alpha_60_c_05_phi_15.hjs,1,0.1,60,5,15,1.068265131
modelo_h_01_hwp_010_alpha_60_c_05_phi_20.hjs,1,0.1,60,5,20,1.06878026
modelo_h_01_hwp_010_alpha_60_c_05_phi_25.hjs,1,0.1,60,5,25,1.069329906
modelo_h_01_hwp_010_alpha_60_c_05_phi_30.hjs,1,0.1,60,5,30,1.069917194
modelo_h_01_hwp_010_alpha_60_c_05_phi_35.hjs,1,0.1,60,5,35,1.070747294
modelo_h_01_hwp_010_alpha_60_c_05_phi_40.hjs,1,0.1,60,5,40,1.07126246
modelo_h_01_hwp_010_alpha_60_c_05_phi_45.hjs,1,0.1,60,5,45,1.07202567
modelo_h_01_hwp_010_alpha_60_c_10_phi_15.hjs,1,0.1,60,10,15,1.074297486
modelo_h_01_hwp_010_alpha_60_c_10_phi_20.hjs,1,0.1,60,10,20,1.074521079
modelo_h_01_hwp_010_alpha_60_c_10_phi_25.hjs,1,0.1,60,10,25,1.074819911
modelo_h_01_hwp_010_alpha_60_c_10_phi_30.hjs,1,0.1,60,10,30,1.07537692
modelo_h_01_hwp_010_alpha_60_c_10_phi_35.hjs,1,0.1,60,10,35,1.075625255
modelo_h_01_hwp_010_alpha_60_c_10_phi_40.hjs,1,0.1,60,10,40,1.076109694
modelo_h_01_hwp_010_alpha_60_c_10_phi_45.hjs,1,0.1,60,10,45,1.076667624
modelo_h_01_hwp_010_alpha_60_c_15_phi_15.hjs,1,0.1,60,15,15,1.080324068
modelo_h_01_hwp_010_alpha_60_c_15_phi_20.hjs,1,0.1,60,15,20,1.080254634
modelo_h_01_hwp_010_alpha_60_c_15_phi_25.hjs,1,0.1,60,15,25,1.080492696
modelo_h_01_hwp_010_alpha_60_c_15_phi_30.hjs,1,0.1,60,15,30,1.080632805
modelo_h_01_hwp_010_alpha_60_c_15_phi_35.hjs,1,0.1,60,15,35,1.080670818
modelo_h_01_hwp_010_alpha_60_c_15_phi_40.hjs,1,0.1,60,15,40,1.080951264
modelo_h_01_hwp_010_alpha_60_c_15_phi_45.hjs,1,0.1,60,15,45,1.081305256
modelo_h_01_hwp_010_alpha_60_c_20_phi_15.hjs,1,0.1,60,20,15,1.086238717
modelo_h_01_hwp_010_alpha_60_c_20_phi_20.hjs,1,0.1,60,20,20,1.085979207
modelo_h_01_hwp_010_alpha_60_c_20_phi_25.hjs,1,0.1,60,20,25,1.085848157
modelo_h_01_hwp_010_alpha_60_c_20_phi_30.hjs,1,0.1,60,20,30,1.085709759
modelo_h_01_hwp_010_alpha_60_c_20_phi_35.hjs,1,0.1,60,20,35,1.085709789
modelo_h_01_hwp_010_alpha_60_c_20_phi_40.hjs,1,0.1,60,20,40,1.08577338
modelo_h_01_hwp_010_alpha_60_c_20_phi_45.hjs,1,0.1,60,20,45,1.085748901
modelo_h_01_hwp_020_alpha_15_c_00_phi_15.hjs,1,0.2,15,0,15,1.02659604
modelo_h_01_hwp_020_alpha_15_c_00_phi_20.hjs,1,0.2,15,0,20,1.395403734
modelo_h_01_hwp_020_alpha_15_c_00_phi_25.hjs,1,0.2,15,0,25,1.788416383
modelo_h_01_hwp_020_alpha_15_c_00_phi_30.hjs,1,0.2,15,0,30,2.214889054
modelo_h_01_hwp_020_alpha_15_c_00_phi_35.hjs,1,0.2,15,0,35,2.686580241
modelo_h_01_hwp_020_alpha_15_c_00_phi_40.hjs,1,0.2,15,0,40,3.219732294
modelo_h_01_hwp_020_alpha_15_c_00_phi_45.hjs,1,0.2,15,0,45,3.837245313
modelo_h_01_hwp_020_alpha_15_c_05_phi_15.hjs,1,0.2,15,5,15,2.679603092
modelo_h_01_hwp_020_alpha_15_c_05_phi_20.hjs,1,0.2,15,5,20,3.048220207
modelo_h_01_hwp_020_alpha_15_c_05_phi_25.hjs,1,0.2,15,5,25,3.44102835
modelo_h_01_hwp_020_alpha_15_c_05_phi_30.hjs,1,0.2,15,5,30,3.867254645
modelo_h_01_hwp_020_alpha_15_c_05_phi_35.hjs,1,0.2,15,5,35,4.338818604
modelo_h_01_hwp_020_alpha_15_c_05_phi_40.hjs,1,0.2,15,5,40,4.871892729
modelo_h_01_hwp_020_alpha_15_c_05_phi_45.hjs,1,0.2,15,5,45,5.489354915
modelo_h_01_hwp_020_alpha_15_c_10_phi_15.hjs,1,0.2,15,10,15,4.332953053
modelo_h_01_hwp_020_alpha_15_c_10_phi_20.hjs,1,0.2,15,10,20,4.701343876
modelo_h_01_hwp_020_alpha_15_c_10_phi_25.hjs,1,0.2,15,10,25,5.094024869
modelo_h_01_hwp_020_alpha_15_c_10_phi_30.hjs,1,0.2,15,10,30,5.520100192
modelo_h_01_hwp_020_alpha_15_c_10_phi_35.hjs,1,0.2,15,10,35,5.991531718
modelo_h_01_hwp_020_alpha_15_c_10_phi_40.hjs,1,0.2,15,10,40,6.397653233
modelo_h_01_hwp_020_alpha_15_c_10_phi_45.hjs,1,0.2,15,10,45,6.411835727
modelo_h_01_hwp_020_alpha_15_c_15_phi_15.hjs,1,0.2,15,15,15,5.986289177
modelo_h_01_hwp_020_alpha_15_c_15_phi_20.hjs,1,0.2,15,15,20,6.354669483
modelo_h_01_hwp_020_alpha_15_c_15_phi_25.hjs,1,0.2,15,15,25,6.408542752
modelo_h_01_hwp_020_alpha_15_c_15_phi_30.hjs,1,0.2,15,15,30,6.418119439
modelo_h_01_hwp_020_alpha_15_c_15_phi_35.hjs,1,0.2,15,15,35,6.428799188
modelo_h_01_hwp_020_alpha_15_c_15_phi_40.hjs,1,0.2,15,15,40,6.439948912
modelo_h_01_hwp_020_alpha_15_c_15_phi_45.hjs,1,0.2,15,15,45,6.451660115
modelo_h_01_hwp_020_alpha_15_c_20_phi_15.hjs,1,0.2,15,20,15,6.434827565
modelo_h_01_hwp_020_alpha_15_c_20_phi_20.hjs,1,0.2,15,20,20,6.442351769
modelo_h_01_hwp_020_alpha_15_c_20_phi_25.hjs,1,0.2,15,20,25,6.449348588
modelo_h_01_hwp_020_alpha_15_c_20_phi_30.hjs,1,0.2,15,20,30,6.457025628
modelo_h_01_hwp_020_alpha_15_c_20_phi_35.hjs,1,0.2,15,20,35,6.465622034
modelo_h_01_hwp_020_alpha_15_c_20_phi_40.hjs,1,0.2,15,20,40,6.475488103
modelo_h_01_hwp_020_alpha_15_c_20_phi_45.hjs,1,0.2,15,20,45,6.487127732
modelo_h_01_hwp_020_alpha_20_c_00_phi_15.hjs,1,0.2,20,0,15,0.752931767
modelo_h_01_hwp_020_alpha_20_c_00_phi_20.hjs,1,0.2,20,0,20,1.023488877
modelo_h_01_hwp_020_alpha_20_c_00_phi_25.hjs,1,0.2,20,0,25,1.311794
modelo_h_01_hwp_020_alpha_20_c_00_phi_30.hjs,1,0.2,20,0,30,1.624575141
modelo_h_01_hwp_020_alpha_20_c_00_phi_35.hjs,1,0.2,20,0,35,1.97057121
modelo_h_01_hwp_020_alpha_20_c_00_phi_40.hjs,1,0.2,20,0,40,2.361731837
modelo_h_01_hwp_020_alpha_20_c_00_phi_45.hjs,1,0.2,20,0,45,2.814695576
modelo_h_01_hwp_020_alpha_20_c_05_phi_15.hjs,1,0.2,20,5,15,2.037263126
modelo_h_01_hwp_020_alpha_20_c_05_phi_20.hjs,1,0.2,20,5,20,2.307499805
modelo_h_01_hwp_020_alpha_20_c_05_phi_25.hjs,1,0.2,20,5,25,2.595566068
modelo_h_01_hwp_020_alpha_20_c_05_phi_30.hjs,1,0.2,20,5,30,2.908163616
modelo_h_01_hwp_020_alpha_20_c_05_phi_35.hjs,1,0.2,20,5,35,3.254097954
modelo_h_01_hwp_020_alpha_20_c_05_phi_40.hjs,1,0.2,20,5,40,3.645103232
modelo_h_01_hwp_020_alpha_20_c_05_phi_45.hjs,1,0.2,20,5,45,4.098032777
modelo_h_01_hwp_020_alpha_20_c_10_phi_15.hjs,1,0.2,20,10,15,3.321777614
modelo_h_01_hwp_020_alpha_20_c_10_phi_20.hjs,1,0.2,20,10,20,3.591864271
modelo_h_01_hwp_020_alpha_20_c_10_phi_25.hjs,1,0.2,20,10,25,3.879845585
modelo_h_01_hwp_020_alpha_20_c_10_phi_30.hjs,1,0.2,20,10,30,4.192275978
modelo_h_01_hwp_020_alpha_20_c_10_phi_35.hjs,1,0.2,20,10,35,4.5380082
modelo_h_01_hwp_020_alpha_20_c_10_phi_40.hjs,1,0.2,20,10,40,4.7103555
modelo_h_01_hwp_020_alpha_20_c_10_phi_45.hjs,1,0.2,20,10,45,4.721020932
modelo_h_01_hwp_020_alpha_20_c_15_phi_15.hjs,1,0.2,20,15,15,4.606461831
modelo_h_01_hwp_020_alpha_20_c_15_phi_20.hjs,1,0.2,20,15,20,4.712902823
modelo_h_01_hwp_020_alpha_20_c_15_phi_25.hjs,1,0.2,20,15,25,4.719355022
modelo_h_01_hwp_020_alpha_20_c_15_phi_30.hjs,1,0.2,20,15,30,4.726433162
modelo_h_01_hwp_020_alpha_20_c_15_phi_35.hjs,1,0.2,20,15,35,4.73437102
modelo_h_01_hwp_020_alpha_20_c_15_phi_40.hjs,1,0.2,20,15,40,4.743407031
modelo_h_01_hwp_020_alpha_20_c_15_phi_45.hjs,1,0.2,20,15,45,4.752441539
modelo_h_01_hwp_020_alpha_20_c_20_phi_15.hjs,1,0.2,20,20,15,4.739938207
modelo_h_01_hwp_020_alpha_20_c_20_phi_20.hjs,1,0.2,20,20,20,4.745912763
modelo_h_01_hwp_020_alpha_20_c_20_phi_25.hjs,1,0.2,20,20,25,4.752356767
modelo_h_01_hwp_020_alpha_20_c_20_phi_30.hjs,1,0.2,20,20,30,4.759175596
modelo_h_01_hwp_020_alpha_20_c_20_phi_35.hjs,1,0.2,20,20,35,4.76584597
modelo_h_01_hwp_020_alpha_20_c_20_phi_40.hjs,1,0.2,20,20,40,4.773523056
modelo_h_01_hwp_020_alpha_20_c_20_phi_45.hjs,1,0.2,20,20,45,4.782610451
modelo_h_01_hwp_020_alpha_25_c_00_phi_15.hjs,1,0.2,25,0,15,0.585840523
modelo_h_01_hwp_020_alpha_25_c_00_phi_20.hjs,1,0.2,25,0,20,0.796487298
modelo_h_01_hwp_020_alpha_25_c_00_phi_25.hjs,1,0.2,25,0,25,1.020874086
modelo_h_01_hwp_020_alpha_25_c_00_phi_30.hjs,1,0.2,25,0,30,1.264303851
modelo_h_01_hwp_020_alpha_25_c_00_phi_35.hjs,1,0.2,25,0,35,1.533584023
modelo_h_01_hwp_020_alpha_25_c_00_phi_40.hjs,1,0.2,25,0,40,1.837945081
modelo_h_01_hwp_020_alpha_25_c_00_phi_45.hjs,1,0.2,25,0,45,2.190453038
modelo_h_01_hwp_020_alpha_25_c_05_phi_15.hjs,1,0.2,25,5,15,1.649535082
modelo_h_01_hwp_020_alpha_25_c_05_phi_20.hjs,1,0.2,25,5,20,1.859771448
modelo_h_01_hwp_020_alpha_25_c_05_phi_25.hjs,1,0.2,25,5,25,2.083895153
modelo_h_01_hwp_020_alpha_25_c_05_phi_30.hjs,1,0.2,25,5,30,2.327147943
modelo_h_01_hwp_020_alpha_25_c_05_phi_35.hjs,1,0.2,25,5,35,2.596295671
modelo_h_01_hwp_020_alpha_25_c_05_phi_40.hjs,1,0.2,25,5,40,2.900589332
modelo_h_01_hwp_020_alpha_25_c_05_phi_45.hjs,1,0.2,25,5,45,3.253099318
modelo_h_01_hwp_020_alpha_25_c_10_phi_15.hjs,1,0.2,25,10,15,2.713252148
modelo_h_01_hwp_020_alpha_25_c_10_phi_20.hjs,1,0.2,25,10,20,2.923319224
modelo_h_01_hwp_020_alpha_25_c_10_phi_25.hjs,1,0.2,25,10,25,3.147285401
modelo_h_01_hwp_020_alpha_25_c_10_phi_30.hjs,1,0.2,25,10,30,3.390362007
modelo_h_01_hwp_020_alpha_25_c_10_phi_35.hjs,1,0.2,25,10,35,3.659354648
modelo_h_01_hwp_020_alpha_25_c_10_phi_40.hjs,1,0.2,25,10,40,3.687960727
modelo_h_01_hwp_020_alpha_25_c_10_phi_45.hjs,1,0.2,25,10,45,3.695684126
modelo_h_01_hwp_020_alpha_25_c_15_phi_15.hjs,1,0.2,25,15,15,3.687876189
modelo_h_01_hwp_020_alpha_25_c_15_phi_20.hjs,1,0.2,25,15,20,3.692130241
modelo_h_01_hwp_020_alpha_25_c_15_phi_25.hjs,1,0.2,25,15,25,3.696725461
modelo_h_01_hwp_020_alpha_25_c_15_phi_30.hjs,1,0.2,25,15,30,3.701788418
modelo_h_01_hwp_020_alpha_25_c_15_phi_35.hjs,1,0.2,25,15,35,3.707246913
modelo_h_01_hwp_020_alpha_25_c_15_phi_40.hjs,1,0.2,25,15,40,3.712689557
modelo_h_01_hwp_020_alpha_25_c_15_phi_45.hjs,1,0.2,25,15,45,3.719148468
modelo_h_01_hwp_020_alpha_25_c_20_phi_15.hjs,1,0.2,25,20,15,3.712601098
modelo_h_01_hwp_020_alpha_25_c_20_phi_20.hjs,1,0.2,25,20,20,3.717302943
modelo_h_01_hwp_020_alpha_25_c_20_phi_25.hjs,1,0.2,25,20,25,3.721694496
modelo_h_01_hwp_020_alpha_25_c_20_phi_30.hjs,1,0.2,25,20,30,3.725849912
modelo_h_01_hwp_020_alpha_25_c_20_phi_35.hjs,1,0.2,25,20,35,3.730550966
modelo_h_01_hwp_020_alpha_25_c_20_phi_40.hjs,1,0.2,25,20,40,3.736000163
modelo_h_01_hwp_020_alpha_25_c_20_phi_45.hjs,1,0.2,25,20,45,3.742292329
modelo_h_01_hwp_020_alpha_30_c_00_phi_15.hjs,1,0.2,30,0,15,0.468337291
modelo_h_01_hwp_020_alpha_30_c_00_phi_20.hjs,1,0.2,30,0,20,0.638660801
modelo_h_01_hwp_020_alpha_30_c_00_phi_25.hjs,1,0.2,30,0,25,0.820029917
modelo_h_01_hwp_020_alpha_30_c_00_phi_30.hjs,1,0.2,30,0,30,1.016651004
modelo_h_01_hwp_020_alpha_30_c_00_phi_35.hjs,1,0.2,30,0,35,1.233982959
modelo_h_01_hwp_020_alpha_30_c_00_phi_40.hjs,1,0.2,30,0,40,1.479421449
modelo_h_01_hwp_020_alpha_30_c_00_phi_45.hjs,1,0.2,30,0,45,1.763414419
modelo_h_01_hwp_020_alpha_30_c_05_phi_15.hjs,1,0.2,30,5,15,1.582696796
modelo_h_01_hwp_020_alpha_30_c_05_phi_20.hjs,1,0.2,30,5,20,1.757770621
modelo_h_01_hwp_020_alpha_30_c_05_phi_25.hjs,1,0.2,30,5,25,1.944275254
modelo_h_01_hwp_020_alpha_30_c_05_phi_30.hjs,1,0.2,30,5,30,2.146567295
modelo_h_01_hwp_020_alpha_30_c_05_phi_35.hjs,1,0.2,30,5,35,2.3703012
modelo_h_01_hwp_020_alpha_30_c_05_phi_40.hjs,1,0.2,30,5,40,2.623145001
modelo_h_01_hwp_020_alpha_30_c_05_phi_45.hjs,1,0.2,30,5,45,2.91594563
modelo_h_01_hwp_020_alpha_30_c_10_phi_15.hjs,1,0.2,30,10,15,2.677594997
modelo_h_01_hwp_020_alpha_30_c_10_phi_20.hjs,1,0.2,30,10,20,2.852822681
modelo_h_01_hwp_020_alpha_30_c_10_phi_25.hjs,1,0.2,30,10,25,2.979563302
modelo_h_01_hwp_020_alpha_30_c_10_phi_30.hjs,1,0.2,30,10,30,2.984181121
modelo_h_01_hwp_020_alpha_30_c_10_phi_35.hjs,1,0.2,30,10,35,2.987958787
modelo_h_01_hwp_020_alpha_30_c_10_phi_40.hjs,1,0.2,30,10,40,2.991911158
modelo_h_01_hwp_020_alpha_30_c_10_phi_45.hjs,1,0.2,30,10,45,2.996591794
modelo_h_01_hwp_020_alpha_30_c_15_phi_15.hjs,1,0.2,30,15,15,2.993389708
modelo_h_01_hwp_020_alpha_30_c_15_phi_20.hjs,1,0.2,30,15,20,2.998288103
modelo_h_01_hwp_020_alpha_30_c_15_phi_25.hjs,1,0.2,30,15,25,3.00099969
modelo_h_01_hwp_020_alpha_30_c_15_phi_30.hjs,1,0.2,30,15,30,3.003735045
modelo_h_01_hwp_020_alpha_30_c_15_phi_35.hjs,1,0.2,30,15,35,3.006566643
modelo_h_01_hwp_020_alpha_30_c_15_phi_40.hjs,1,0.2,30,15,40,3.009844669
modelo_h_01_hwp_020_alpha_30_c_15_phi_45.hjs,1,0.2,30,15,45,3.013713701
modelo_h_01_hwp_020_alpha_30_c_20_phi_15.hjs,1,0.2,30,20,15,3.014429133
modelo_h_01_hwp_020_alpha_30_c_20_phi_20.hjs,1,0.2,30,20,20,3.01613425
modelo_h_01_hwp_020_alpha_30_c_20_phi_25.hjs,1,0.2,30,20,25,3.01793992
modelo_h_01_hwp_020_alpha_30_c_20_phi_30.hjs,1,0.2,30,20,30,3.019967279
modelo_h_01_hwp_020_alpha_30_c_20_phi_35.hjs,1,0.2,30,20,35,3.022237774
modelo_h_01_hwp_020_alpha_30_c_20_phi_40.hjs,1,0.2,30,20,40,3.024796268
modelo_h_01_hwp_020_alpha_30_c_20_phi_45.hjs,1,0.2,30,20,45,3.027861776
modelo_h_01_hwp_020_alpha_35_c_00_phi_15.hjs,1,0.2,35,0,15,0.382350246
modelo_h_01_hwp_020_alpha_35_c_00_phi_20.hjs,1,0.2,35,0,20,0.522061714
modelo_h_01_hwp_020_alpha_35_c_00_phi_25.hjs,1,0.2,35,0,25,0.67033765
modelo_h_01_hwp_020_alpha_35_c_00_phi_30.hjs,1,0.2,35,0,30,0.831078437
modelo_h_01_hwp_020_alpha_35_c_00_phi_35.hjs,1,0.2,35,0,35,1.008751264
modelo_h_01_hwp_020_alpha_35_c_00_phi_40.hjs,1,0.2,35,0,40,1.209397294
modelo_h_01_hwp_020_alpha_35_c_00_phi_45.hjs,1,0.2,35,0,45,1.441559232
modelo_h_01_hwp_020_alpha_35_c_05_phi_15.hjs,1,0.2,35,5,15,1.306314736
modelo_h_01_hwp_020_alpha_35_c_05_phi_20.hjs,1,0.2,35,5,20,1.450151774
modelo_h_01_hwp_020_alpha_35_c_05_phi_25.hjs,1,0.2,35,5,25,1.603380047
modelo_h_01_hwp_020_alpha_35_c_05_phi_30.hjs,1,0.2,35,5,30,1.769575063
modelo_h_01_hwp_020_alpha_35_c_05_phi_35.hjs,1,0.2,35,5,35,1.953393679
modelo_h_01_hwp_020_alpha_35_c_05_phi_40.hjs,1,0.2,35,5,40,2.161121813
modelo_h_01_hwp_020_alpha_35_c_05_phi_45.hjs,1,0.2,35,5,45,2.401679797
modelo_h_01_hwp_020_alpha_35_c_10_phi_15.hjs,1,0.2,35,10,15,2.211408469
modelo_h_01_hwp_020_alpha_35_c_10_phi_20.hjs,1,0.2,35,10,20,2.355417215
modelo_h_01_hwp_020_alpha_35_c_10_phi_25.hjs,1,0.2,35,10,25,2.472823481
modelo_h_01_hwp_020_alpha_35_c_10_phi_30.hjs,1,0.2,35,10,30,2.47438095
modelo_h_01_hwp_020_alpha_35_c_10_phi_35.hjs,1,0.2,35,10,35,2.476109038
modelo_h_01_hwp_020_alpha_35_c_10_phi_40.hjs,1,0.2,35,10,40,2.478073097
modelo_h_01_hwp_020_alpha_35_c_10_phi_45.hjs,1,0.2,35,10,45,2.480365722
modelo_h_01_hwp_020_alpha_35_c_15_phi_15.hjs,1,0.2,35,15,15,2.48072964
modelo_h_01_hwp_020_alpha_35_c_15_phi_20.hjs,1,0.2,35,15,20,2.481859264
modelo_h_01_hwp_020_alpha_35_c_15_phi_25.hjs,1,0.2,35,15,25,2.4830905
modelo_h_01_hwp_020_alpha_35_c_15_phi_30.hjs,1,0.2,35,15,30,2.484457882
modelo_h_01_hwp_020_alpha_35_c_15_phi_35.hjs,1,0.2,35,15,35,2.486003465
modelo_h_01_hwp_020_alpha_35_c_15_phi_40.hjs,1,0.2,35,15,40,2.487791859
modelo_h_01_hwp_020_alpha_35_c_15_phi_45.hjs,1,0.2,35,15,45,2.489912801
modelo_h_01_hwp_020_alpha_35_c_20_phi_15.hjs,1,0.2,35,20,15,2.491409868
modelo_h_01_hwp_020_alpha_35_c_20_phi_20.hjs,1,0.2,35,20,20,2.492324122
modelo_h_01_hwp_020_alpha_35_c_20_phi_25.hjs,1,0.2,35,20,25,2.493354828
modelo_h_01_hwp_020_alpha_35_c_20_phi_30.hjs,1,0.2,35,20,30,2.494531092
modelo_h_01_hwp_020_alpha_35_c_20_phi_35.hjs,1,0.2,35,20,35,2.495895863
modelo_h_01_hwp_020_alpha_35_c_20_phi_40.hjs,1,0.2,35,20,40,2.49750785
modelo_h_01_hwp_020_alpha_35_c_20_phi_45.hjs,1,0.2,35,20,45,2.499456914
modelo_h_01_hwp_020_alpha_40_c_00_phi_15.hjs,1,0.2,40,0,15,0.31697641
modelo_h_01_hwp_020_alpha_40_c_00_phi_20.hjs,1,0.2,40,0,20,0.432965295
modelo_h_01_hwp_020_alpha_40_c_00_phi_25.hjs,1,0.2,40,0,25,0.556428715
modelo_h_01_hwp_020_alpha_40_c_00_phi_30.hjs,1,0.2,40,0,30,0.690223848
modelo_h_01_hwp_020_alpha_40_c_00_phi_35.hjs,1,0.2,40,0,35,0.837780336
modelo_h_01_hwp_020_alpha_40_c_00_phi_40.hjs,1,0.2,40,0,40,1.004358098
modelo_h_01_hwp_020_alpha_40_c_00_phi_45.hjs,1,0.2,40,0,45,1.197215872
modelo_h_01_hwp_020_alpha_40_c_05_phi_15.hjs,1,0.2,40,5,15,1.370606684
modelo_h_01_hwp_020_alpha_40_c_05_phi_20.hjs,1,0.2,40,5,20,1.488041087
modelo_h_01_hwp_020_alpha_40_c_05_phi_25.hjs,1,0.2,40,5,25,1.613156675
modelo_h_01_hwp_020_alpha_40_c_05_phi_30.hjs,1,0.2,40,5,30,1.748866041
modelo_h_01_hwp_020_alpha_40_c_05_phi_35.hjs,1,0.2,40,5,35,1.898959986
modelo_h_01_hwp_020_alpha_40_c_05_phi_40.hjs,1,0.2,40,5,40,2.068579344
modelo_h_01_hwp_020_alpha_40_c_05_phi_45.hjs,1,0.2,40,5,45,2.072598615
modelo_h_01_hwp_020_alpha_40_c_10_phi_15.hjs,1,0.2,40,10,15,2.073033006
modelo_h_01_hwp_020_alpha_40_c_10_phi_20.hjs,1,0.2,40,10,20,2.073935212
modelo_h_01_hwp_020_alpha_40_c_10_phi_25.hjs,1,0.2,40,10,25,2.074900895
modelo_h_01_hwp_020_alpha_40_c_10_phi_30.hjs,1,0.2,40,10,30,2.075952131
modelo_h_01_hwp_020_alpha_40_c_10_phi_35.hjs,1,0.2,40,10,35,2.077119292
modelo_h_01_hwp_020_alpha_40_c_10_phi_40.hjs,1,0.2,40,10,40,2.078443082
modelo_h_01_hwp_020_alpha_40_c_10_phi_45.hjs,1,0.2,40,10,45,2.079981322
